h3_9,rec_win_start,rec_peak_hour,window_capture,rec_window,dom_location
89601458693ffff,11,12,0.667,11:00–13:00,"8th Main Road, Grih Lakshmi Layout, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
89601458697ffff,9,10,0.576,09:00–11:00,"Dr Siddaiah Puranik Marg, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586afffff,12,13,1.0,12:00–14:00,"1st Main Road, Gruha Lakshmi Layout Stage 2, Kamala Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586b3ffff,6,7,1.0,06:00–08:00,"8th Main Road, Shivakrupa, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586bbffff,12,13,0.857,12:00–14:00,"1st Cross Road, Shikshakara HBCS, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586c7ffff,10,10,0.395,10:00–12:00,"Dr Siddaiah Puranik Marg, Shankarmata Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560086 (India)"
896014586cfffff,10,11,0.667,10:00–12:00,"West Chord Road, Nagapura, West of Chord Road Stage 2, Mahalakshmipuram, Bengaluru, Karnataka. Pin-560086 (India)"
896014586d3ffff,7,7,0.378,07:00–09:00,"Padmabhushan Dr MC Modi Road, Phase 1, Manjunatha Nagar, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
896014586d7ffff,10,10,0.441,10:00–12:00,"Padmabhushan Dr MC Modi Road, Adarsha Layout, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)"
896014586dbffff,2,3,1.0,02:00–04:00,"11th Cross Road, Dr M Munivenkataswamy Circle, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)"
896014588afffff,3,4,1.0,03:00–05:00,"Magadi Main Road, Kadabagere Cross, Machohalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458c43ffff,11,11,0.9,11:00–13:00,"Magadi Main Road, Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)"
89601458c4fffff,10,11,0.396,10:00–12:00,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)"
89601458c53ffff,11,11,0.76,11:00–13:00,"Magadi Main Road, Byadrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458c7bffff,11,12,0.714,11:00–13:00,"Magadi Main Road, Dodda Gollarahatti, Bengaluru, Karnataka. Pin-560091 (India)"
89601458e53ffff,11,12,1.0,11:00–13:00,"Andhrahalli Main Road, Andhrahalli Circle, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458e5bffff,11,12,1.0,11:00–13:00,"Andrahalli Main Road, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458ec3ffff,11,12,1.0,11:00–13:00,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458ec7ffff,11,12,1.0,11:00–13:00,"1st Main Road, Block 3, D Group Layout, Lingadheeranahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458ecbffff,9,9,1.0,09:00–11:00,"4th Cross Road, Vidyamanya Nagar West, Vidyamanya Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458ed3ffff,11,11,0.842,11:00–13:00,"Andhrahalli Main Road, Soundarya Layout, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601458edbffff,3,4,1.0,03:00–05:00,"Andhrahalli Main Road, Vidyamanya Nagar West, Vidyamanya Nagar, Andhrahalli, Bengaluru, Karnataka. Pin-560091 (India)"
89601459007ffff,11,12,0.653,11:00–13:00,"HMT Main Road, Brigade Courtyard, HMT Industrial Estate, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145900bffff,6,6,0.576,06:00–08:00,"HMT Main Road, Muni Venkatappa Block, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145900fffff,11,11,0.567,11:00–13:00,"HMT Main Road, HMT Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
89601459013ffff,12,13,0.682,12:00–14:00,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145901bffff,10,11,0.674,10:00–12:00,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
89601459033ffff,6,7,1.0,06:00–08:00,"HMT School, HMT Link Road, HMT Ward, Bengaluru North City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560022, India"
8960145903bffff,10,11,1.0,10:00–12:00,"HMT Main Road, Brigade Courtyard, HMT Industrial Estate, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
89601459043ffff,2,3,1.0,02:00–04:00,"Rajatha Bhavana Road, Dr Rajaramanna Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145904bffff,5,6,1.0,05:00–07:00,"Ramachandrapura Main Road, Raghuram Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
8960145904fffff,10,11,0.519,10:00–12:00,"Soniya Gandhi Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
89601459053ffff,9,10,0.524,09:00–11:00,"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
89601459057ffff,11,6,0.341,11:00–13:00,"HMT Main Road, Muni Venkatappa Block, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145906fffff,12,13,0.857,12:00–14:00,"Kuvempunagara, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560015, India"
8960145907bffff,2,3,1.0,02:00–04:00,"Prestige Wellington Park Road, Prestige Wellington Park, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145908bffff,9,10,1.0,09:00–11:00,"4th Main Road, Bahubali Nagar, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
8960145908fffff,8,9,0.612,08:00–10:00,"Outer Ring Road, Renaissance Reserva, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)"
896014590c7ffff,12,13,0.923,12:00–14:00,"Jalahalli Main Road, Sri Veera Madakari Nayaka Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
896014590cbffff,9,10,0.455,09:00–11:00,"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
896014590cfffff,14,15,0.412,14:00–16:00,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
896014590d3ffff,9,10,0.625,09:00–11:00,"Hemansa Road, HMR Layout, Gokula Extension, Bengaluru, Karnataka. Pin-560054 (India)"
896014590d7ffff,11,12,0.903,11:00–13:00,"Outer Ring Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)"
896014590dbffff,10,11,0.486,10:00–12:00,"Sir M Vishveshwarya Circle, Dr GP Rajarathnam Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)"
89601459107ffff,10,10,0.615,10:00–12:00,"Mumbai Bengaluru Highway, Vivekanand Nagar, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145910bffff,9,10,1.0,09:00–11:00,"1st Main Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
89601459127ffff,6,6,0.89,06:00–08:00,"1st Main Road, Dynamtic Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
8960145912bffff,11,9,0.53,11:00–13:00,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
8960145912fffff,10,11,0.71,10:00–12:00,"KIADB Road, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
89601459133ffff,4,5,0.952,04:00–06:00,"1st Cross Road, Peenya SRS, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601459137ffff,5,6,0.829,05:00–07:00,"1st Main Road, Dynamtic Circle, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
8960145913bffff,10,11,0.437,10:00–12:00,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601459147ffff,9,10,1.0,09:00–11:00,"Pipeline Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
89601459157ffff,7,8,0.6,07:00–09:00,"Pipeline Road, Industrial Area Phase 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145916fffff,2,3,1.0,02:00–04:00,"Pipeline Road, Selection Corner Circle, Bengaluru, Karnataka. Pin-560057 (India)"
89601459173ffff,11,12,0.519,11:00–13:00,"1st Main Road, Sabari Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
89601459177ffff,2,3,1.0,02:00–04:00,"SM Road, Pratham Casa Serene, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)"
8960145917bffff,11,12,0.44,11:00–13:00,"SM Road, Sri Ayyappa Nagar, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
8960145918bffff,6,7,0.458,06:00–08:00,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
8960145919bffff,7,8,1.0,07:00–09:00,"6th Main Road, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014591b7ffff,10,11,0.524,10:00–12:00,"TVS Cross Road, TVS Cross, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014591cfffff,10,11,1.0,10:00–12:00,"Pipeline Road, Reliance Data Center IDC 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014591d3ffff,8,9,0.778,08:00–10:00,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014591d7ffff,3,3,1.0,03:00–05:00,"Mumbai Bengaluru Highway, BDA Industrial Suburb, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
896014591dbffff,8,9,1.0,08:00–10:00,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)"
89601459213ffff,9,10,1.0,09:00–11:00,"1st Cross Road, Patel Pille Gowda Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
89601459253ffff,11,12,0.545,11:00–13:00,"Vidyaranyapura Main Road, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)"
8960145925bffff,11,11,0.611,11:00–13:00,"Vidyaranyapura Main Road, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)"
896014592a3ffff,10,11,1.0,10:00–12:00,"Hesarghatta Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
896014592b3ffff,9,10,0.621,09:00–11:00,"St Mary Church Road, Kanshiram Nagar, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
896014592b7ffff,10,11,0.462,10:00–12:00,"Hesarghatta Road, Kalathur Layout, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)"
896014592c3ffff,12,13,1.0,12:00–14:00,"1st Cross Road, Nanjappa Circle, Thindlu, Bengaluru, Karnataka. Pin-560097 (India)"
896014592cfffff,11,12,0.968,11:00–13:00,"Vidyaranyapura Main Road, Block 2, BEL Layout, Vidyaranyapura, Bengaluru, Karnataka. Pin-560097 (India)"
89601459313ffff,9,10,1.0,09:00–11:00,"Kammagondanahalli Main Road, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
89601459337ffff,10,11,1.0,10:00–12:00,"Mallasandara Main Road, Shettihalli, Bengaluru, Karnataka. Pin-560015 (India)"
89601459347ffff,12,12,0.634,12:00–14:00,"Forest Region Road, Vymac Circle, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
8960145934fffff,11,11,0.908,11:00–13:00,"Lakshmipura Main Road, Divya Limelite, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
89601459357ffff,10,11,0.727,10:00–12:00,"Forest Region Road, Vishweshwaraiah Enclave, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
89601459383ffff,10,11,0.889,10:00–12:00,"SM Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
8960145938bffff,10,11,1.0,10:00–12:00,"Abbigere Main Road, Shetty Halli, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
8960145939bffff,10,11,0.853,10:00–12:00,"Abbigere Main Road, Patel Shamanna Layout, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
896014593a3ffff,2,3,1.0,02:00–04:00,"Chikka Banavara RS Road, Jalahalli West, Bengaluru, Karnataka. Pin-560015 (India)"
896014593b3ffff,10,10,0.907,10:00–12:00,"Chikka Banavara RS Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)"
896014593cfffff,1,2,1.0,01:00–03:00,"Forest Region Road, MES Defence Civilian Quarters, Kammagondanahalli, Bengaluru, Karnataka. Pin-560015 (India)"
89601459403ffff,12,13,0.84,12:00–14:00,"MS Ramaiah College Road, Esteem Ramaiah, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
89601459407ffff,12,12,0.9,12:00–14:00,"MS Ramaiah Road, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
8960145940fffff,9,10,0.713,09:00–11:00,"MS Ramaiah Road, Mattikere Layout, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
89601459413ffff,2,3,1.0,02:00–04:00,"6th Main Road, MSR Students Enclave, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
89601459417ffff,12,13,0.345,12:00–14:00,"MS Ramaiah Road, Shriniket Apartment, Mathikere Extension, Bengaluru, Karnataka. Pin-560054 (India)"
8960145941bffff,2,3,0.382,02:00–04:00,"6th Main Road, Prestige MSR, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)"
89601459423ffff,5,6,0.444,05:00–07:00,"1st Main Road, LIC Colony, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
8960145942bffff,5,5,0.833,05:00–07:00,"JP Park Link Road, Brindavan Nagar, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)"
8960145943bffff,7,8,1.0,07:00–09:00,"JP Park Link Road, Brindavan Nagar, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)"
89601459443ffff,10,11,0.643,10:00–12:00,"5th Main Road, Devasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)"
8960145944bffff,9,10,1.0,09:00–11:00,"5th Main Road, M Anjana Murthy Circle, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145944fffff,3,4,1.0,03:00–05:00,"7th A Main Road, Gowri Apartment, RMV Stage 2, Bengaluru, Karnataka. Pin-560054 (India)"
89601459453ffff,10,8,0.492,10:00–12:00,"Padmasri CK Venkata Ramaiah Road, Block 3, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
89601459457ffff,8,8,0.652,08:00–10:00,"Padmasri CK Venkata Ramaiah Road, Devasandra Circle, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145945bffff,4,5,1.0,04:00–06:00,"3rd Main Road, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145946bffff,7,8,0.448,07:00–09:00,"MS Ramaiah Road, Sundara Nagar, Gokula, Bengaluru, Karnataka. Pin-560054 (India)"
89601459477ffff,10,11,0.543,10:00–12:00,"MS Ramaiah Road, Nada Prabhu Kempegowda Circle, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)"
89601459487ffff,6,6,0.575,06:00–08:00,"HMT Main Road, Devanarapalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560054 (India)"
8960145948fffff,9,10,0.625,09:00–11:00,"Astronomy and Astrophysics Programme, CV Raman Road, Subedarpalya, Bengaluru West City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560012, India"
896014594a3ffff,5,6,1.0,05:00–07:00,"1st Main Road, Nanjappa Extension, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014594a7ffff,7,8,0.704,07:00–09:00,"Railway Station Road, Dr Ambedkar Nagar, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014594b7ffff,7,8,0.397,07:00–09:00,"Subedar Chatram Road, Yeshwanthapura Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014594bbffff,7,8,1.0,07:00–09:00,"8th Cross Road, Phase 2, Gokula Stage 1, Mathikere, Bengaluru, Karnataka. Pin-560054 (India)"
896014594c3ffff,9,9,0.534,09:00–11:00,"Padmasri CK Venkata Ramaiah Road, BEL Employees HBCS, MSR Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
896014594cbffff,2,12,0.4,02:00–04:00,"4th Main Road, Jaladarshini Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
896014594cfffff,8,9,0.328,08:00–10:00,"Padmasri CK Venkata Ramaiah Road, AGS Layout, MSR Nagar, Bengaluru, Karnataka. Pin-560054 (India)"
896014594d3ffff,10,11,0.552,10:00–12:00,"80 Feet Road, KGE Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
896014594d7ffff,7,8,0.716,07:00–09:00,"Pipe Line Road, MS Ramaiah Hospital Junction, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
896014594dbffff,11,12,0.632,11:00–13:00,"4th Main Road, Block 3, AECS Layout, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145950bffff,10,10,0.482,10:00–12:00,"Mumbai Bengaluru Highway, Cardinal One, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459517ffff,10,10,0.376,10:00–12:00,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145951bffff,7,8,1.0,07:00–09:00,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459523ffff,10,10,0.501,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601459527ffff,9,10,0.577,09:00–11:00,"100 Feet Road, Kanteerava Studio Circle, Bengaluru, Karnataka. Pin-560096 (India)"
8960145952bffff,10,11,0.839,10:00–12:00,"3rd Cross Road, Arge Urban Bloom, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459533ffff,9,7,0.379,09:00–11:00,"Kanteerava Studio Road, FTI Junction, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601459537ffff,10,11,0.472,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Block 2, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145953bffff,10,11,0.812,10:00–12:00,"Dr Rajkumar Puniya Bhoomi Road, Arge Urban Bloom, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459547ffff,9,9,0.595,09:00–11:00,"Vivanta By Taj Yeshwantpur Entry Road, RNS Shriniketan, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459557ffff,8,8,0.332,08:00–10:00,"Mumbai Bengaluru Highway, RNS Shanthi Nivas, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459563ffff,9,9,0.474,09:00–11:00,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459567ffff,3,3,1.0,03:00–05:00,"4th Main Road, Raja Industrial Estate, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
8960145956fffff,10,10,0.532,10:00–12:00,"Watch Factory Road, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)"
89601459573ffff,9,10,0.346,09:00–11:00,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459577ffff,7,8,0.566,07:00–09:00,"Dr Rajkumar Puniya Bhoomi Road, Block 4, Goraguntepalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
8960145957bffff,0,1,1.0,00:00–02:00,"Outer Ring Road, Jai Bharath Industrial Estate, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459583ffff,11,11,0.519,11:00–13:00,"Shankara Nagar Main Road, Railway House BDG Society, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145958fffff,11,11,1.0,11:00–13:00,"Krishna Nagar Police Quarters Road, Dr Rajkumar Circle, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
89601459593ffff,11,12,0.75,11:00–13:00,"Ashoka Puram Road, Ashokapuram, Bengaluru, Karnataka. Pin-560022 (India)"
89601459597ffff,11,11,0.867,11:00–13:00,"Shankara Nagar Main Road, Ashoka Heights, Shankar Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
8960145959bffff,5,6,0.342,05:00–07:00,"MEC Road, BCM Vertex, Industrial Suburb, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014595a3ffff,10,11,0.842,10:00–12:00,"6th Cross Road, BDA Apartment, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595a7ffff,10,11,0.545,10:00–12:00,"15th Main Road, Jai Bhuvaneswari Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595abffff,10,7,0.428,10:00–12:00,"Kanteerava Studio Road, Parimala Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595b3ffff,10,11,0.678,10:00–12:00,"1st Main Road, Dollars Colony, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595b7ffff,10,11,0.981,10:00–12:00,"15th Main Road, Syndicate Bank Quarters, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595bbffff,3,4,1.0,03:00–05:00,"1st Cross Road, Rajiv Gandhi Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)"
896014595c3ffff,8,9,0.722,08:00–10:00,"Mumbai Bengaluru Highway, Vaishnavi Sapphire, Yeshwanthpur Industrial Area Phase 1, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014595cfffff,8,8,0.407,08:00–10:00,"Mumbai Bengaluru Highway, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
896014595d3ffff,14,15,0.603,14:00–16:00,"Mumbai Bengaluru Highway, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)"
89601459613ffff,4,5,1.0,04:00–06:00,"Jalageramma Temple Road, LKR Nagar, RMV Extension Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145962bffff,13,14,0.857,13:00–15:00,"Doddabommasandra Main Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)"
8960145964bffff,9,9,0.549,09:00–11:00,"Kodigehalli Road, Sri Chigaru Marappa Circle, Virupakshapura, Bengaluru, Karnataka. Pin-560097 (India)"
8960145965bffff,7,8,0.625,07:00–09:00,"Kodigehalli Road, Hanumaiah Layout, Kodigehalli, Bengaluru, Karnataka. Pin-560092 (India)"
89601459667ffff,13,14,0.677,13:00–15:00,"Doddabommasandra Main Road, Jayalakshmamma Layout, Dodda Bommasandra, Bengaluru, Karnataka. Pin-560097 (India)"
89601459683ffff,7,8,0.333,07:00–09:00,"1st Main Road, Pebble Bay Apartment, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145968bffff,2,2,0.407,02:00–04:00,"Outer Ring Road, Whispering Meadows, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
8960145968fffff,5,6,0.8,05:00–07:00,"8th Cross Road, Devi Nagar, Bengaluru, Karnataka. Pin-560094 (India)"
89601459697ffff,11,11,0.5,11:00–13:00,"1st Main Road, HIG Colony, Dollars Colony, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)"
